"ano,""discurso"",""PT"",""PSDB"""
"2002,""givaldo carimb socialista dito claramente liberado firme companheira erundina baltazar tip votei varias esclarecido votaram prefeitura condominio administra predio moram cinq cem duzenta condominio divide debito despesa prefeitura repito condominio tributo advindo estadual receita gasto municipe pagam prefeitura tip cuide iluminacao taxa aprovada varias enorme dificuldade enchente continuam acontecendo resolveu diminuindo despesa companheira erundina prefeita diminuiu despesa administrar estruturar iluminacao torturante aprovarmo estaremo contribuindo municipe prestem pessimo comunidade tributo ressaltar pobr pagam tip alagoas cidadao trinta quarenta isento contribuicao pobr pagar preco pao passado centavo passou custar centavo aumento atual tip torno tres quatro pagar tributo isento estipulam determinado quilowatts taxa isentar consumiu energia eletrica pobr pagar contribuicao usarao iluminacao paga fazelo justo esclareco levado falso pobre paga taxa iluminacao"",1,0"
"2002,""ferro apreciada interesse caracteristica precisa esclarecida instituindo taxa iluminacao autorizando municipai promover legislacao responder questionamento necessidade atendimento reconhecer introduzirmo ambito municipal prefeitura distribuicao energia custo implantacao infraestrutura energia sabese distribuicao ganham aluguel posteamento utilizacao transmissao dado intermedio linha transmissao distribuicao beneficios compensar definicao taxa agregada oferecido juntamente iluminacao custo taxa iluminacao utilizacao infraestrutura posteamento linha distribuicao geram distribuidora utilizada garanta reducao despesa consumidor depender criatividade municipal assessorias envolvida esclarecer iluminacao obrigacao municipal consumidor auferir lucro espaco urbano utilizado distribuicao energia eletrica votaremo definicao priori imposto designacao municipai possam ampliar juntamente alternativa responsabilizar segmento ator participam formulacao iluminacao seguranca iluminacao paga alguem designar ator principai assumir compromisso financa relativa instalacao iluminacao votaremo convocamo participar conclusiva"",1,0"
"2002,""esclarecer constitucional autoriza encaminhar mensagem cobranca taxa iluminacao regulamentada cidadao classificado baixa renda maneira receberao ficarao sobrecarregado cobranca entenda motivo lembro recai responsabilidade educacao saude significativa seguranca acao recebem passa fpm suporta folha pagamento capacidade investimento ambito prefeitura praticamente recebem lamentavel erundina frente prefeitura sobrecarregar imposto passada punida carga tributaria elevacao contribuicao lucro liquido prorrogacao aliquota imposto renda aumento oitenta centavo cide litro gasolina pagara havendo voracidade cobrar tributo acontecendo direito receber repasse cpmf contribuicao lucro liquido cofim cide imposto chegam bolso cidadao mora dividido devemo responsabilidade cabeca erguida agradecer coragem colocou esperamo aprovar tip deem seguranca digna cidadao"",1,0"
"2002,""ribeiro levantado municipal decidira cobranca taxa iluminacao eixo pragmatico orcamento municipal fazendo lobby poderiam deveria necessidade demorar falo vista pragmatico contribuicao indago eixo constitucional existem inumera contribuicao taxa tapar buraco estrada daqui farao lobby ruas esburacada governante recorrerao devido varias necessidade pergunto assumem onus votam orcamento iptu aspecto constitucional aceita aprovada devemo atento interno questionada constitucionalidade pretendo interpor resguardando possibilidade adim transitarem facilmente tribunal necessarios eixo pragmatico constitucional vi ninguem defender maneira arraigada cobranca taxa pagara taxa receber incluir seguinte lista iluminou rua ora pagando vantagem nisso discutido partiremo eixo constitucional definido varias acao direta inconstitucionalidade adim prosperarao justica"",1,0"
"2002,""exame relevancia realizada ampla reforma tributaria cometeremo injustica sanear injustica garantir justica tributaria necessario estabelecer vasta arrecadatoria proporcionar autonomia federativa acao governamental absorvem chegar modo direto deixar onus cumprir dever dotalo necessarios possam desenvolver atividade municipai manha debatemo orcamento uniao mista orcamento torno relatorgeral pretendemo peca orcamentaria pronta apreciada tardar sextafeira caro efraim moral entregar peca orcamentaria confeccionada quatro mao saindo assumindo digam participacao recemeleito fulcro frente liberal ajudara fizemo consignar abrimo mao salario minimo bandeira frente liberal recomposicao salario minimo entretanto ciente responsabilidade impacto salario causara caixa previdencia modo responsavel compreende perfeitamente dotar previdencia definido salario minimo possa constar orcamento uniao relatorgeral orcamento cuidado criar determinado fundo nele inserir garantir salario minimo repito votaremo salario minimo consta reserva contingencia governara uso finalidade aumento salario minimo paga frente liberal consonancia votara peca orcamentaria garantira aposentado pensionista previdencia salario minimo"",1,0"
"2002,""mencionou referente salario minimo haveria orcamentarios capaz permitir fixacao fiz chamei atencao representacao eleito inacio silva atentassemo interregno definicao piso salarial fica indagacao havera defasagem visivel flagrante palpavel perceber classe trabalhadora referido periodo salario minimo vigorara atual salario minimo permite aquisicao cesta basica comportar classe trabalhadora cheguei alvitrar concessao abono provisorio poderia derredor implicara onus previdencia sugestao ofereci eleito paim manifestou simpatia apoiou prontificandose levar ideia exame eleito inacio silva reitero fiz abono provisorio possa favorecer classe trabalhadora"",1,0"
"2002,""bueno apresentei exmo defesa viesse esclarecer aquisicao avioescaca fab concorrencia conversado observo investimento forca armada tecnologia parque aeronautico visitei site revista tecnologia defesa li publicado diretor tema abordado fleury passada possibilidade fab alugar aviao exterior resolve compra apresentou dado sri lanka comprou dolar aviao pretende alugar informacao alugalo dobro preco conflitante chamo atencao necessidade esclarecido forca aerea jornalista cosme degenar drumond transcrito anal enfocam maneira diferente editado jornalista entender otimo negocio efetuar leasing aviao publicado site defesanet serie explicacao cria leigo obrigacao constitucional defender interesse esclarecido colhi assinatura defesa surpresa assinavam diziam sentiam suficientemente esclarecido tomada recomendavel comprar aviao forca aerea alugalo leasing defesa comparecesse esclarecer obscuro negocio diferenca preco aviao alugado vendido sri lanka defira solicitacao transcricao anal publicado referida revista aumentam modernizacao caca fab"",1,0"
"2002,""coriolano sale recebi codevasf oficio solicitando providencias junto integracao luciano barbosa efetuado pagamento relativa resto pagar intervenha junto efetuado pagamento codevasf informa paga estarem executado atividade orcamentarias estrategico farei oficio chegue mao representando solicite efetue devido pagamento vergonha orcamento plenamente executado resto pagar indignidade transcricao oficio anal fique registrado repito remeter copia oficio adocao providencias necessarias of refere"",1,0"
"2002,""grand orienta vote tip dourado epoca questionei taxa iluminacao pressuposto constitucional cobranca toma transferir cobrar taxa divulgo contraria fidelidade partidaria defender homologado votarei repito devese fidelidade partidaria prefeitura administrada conversou comigo deixando claro votarei funcao votaria contrariamente deixo claro tip"",1,0"
"2003,""wilson lang confea henrique luduvice mutua xavier transporte mobilidade urbana representante olivio dutra medem federacao mundial organizacao engenheiro componente saudo profissional confeacrea pessoa crea arquiteto wellington costa mim motivo honra representar presta confeacrea ocasiao criacao certo proceder escolha levou pertencer categoria profissional abrigada ambito entidade homenageada engenheiro civil formado escola politecnica universidade bahia diplomarme retornei natal sergipe passei participar intensamente crease conselheiro vicepresidente tesoureiro venho procurando acompanhar trajetoria orgao responsavel fiscalizacao exercicio atividade profissional categoria ambito confea regional crease data consagrada engenheiro arquiteto marca indelevelmente regulamentacao profissao agrimensor objeto normatizacao decreto decada vivia cenario profunda transformacao provocada pulsar demanda eclodiam movimento insatisfacao revolucionaria derrocada hegemonia segmento agroexportador cafe largamente intervencionista campo repressao manifestacao movimento operario pratica legiferante instaurouse modelo organizacao profissao passavam modificacao editado decreto gerou industria comercio criou estrutura sindical oficial unicidade sindical sindicalizacao obrigatoria reconhecimento decreto implantou reforma previdenciario existente ampliandoo firmando conceito categoria profissional nucleo variado instituto aposentadorias pensao instituto abarcariam categorias especifica ambito implantado instituto aposentadoria pensao maritimo iapm pano fundo regulamentar atividade profissional marcar marcante trajetoria completa confea surgiu oficialmente mencionado decreto promulgado getulio varga alias criado taosomente regional repassar lembranca confea deixar papel personalidade fundador espanhol adolfo morale lo rios filho entusiasmo empenho proficiencia conducao atividade implantacao consolidacao permitiram frente orgao nascido san sebastian adolfo morale lo rios filho acompanhou pai radicou curso primario secundario formou arquitetura escola bela arte naturalizado consultor tecnico abrigou sede exerceu catedra colegio pedro li escola bela arte instituto arte curso superior museus museu historico semente idealismo lancada germinou terreno fertil produziu inumero fruto refirome patrimonio fisico moral rendemo evolucao continua servindo aspecto decreto representou regulamentacao profissional tecnica concepcao atual confea regido representa geografo geologo meteorologista tecnologo modalidade tecnico industrial agricola especializacao centena profissional quase atividade produtiva decreto explicito profissao nele regulada caracterizada realizacao interesse humano pressupoe atuar defesa interesse preservacao incolumidade elevacao produto oferecido natureza juridica autarquia integrante administracao confea ente corporativo recebe delegacao exercicio atividade revestem interesse arrecada administra natureza tributaria disposto constituicao atuacao confea motivo orgulho mim instituicao regional colocarem interesse frente motivacao corporativa confea interesse corporativo felizmente soube defendelo competencia existencia entanto satisfacao atuacao mau profissional filiado regional representou dano cidadao posicionou impacto postura etica confeacrea avaliado conjunto entidade registrado profissional respondem significativa parcela pib abrangem mercado exigente prestador cenario atual impoese papel propor mudanca encontro direito cidadao significa compromisso etico profissional participativo engenharia arquitetura agronomia engajouse oficialmente combate fome pobreza lancamento estimular comunidade tecnologica contribuir elaboracao iniciativa reduzam pobreza melhorem objetivo regulacao atender necessidade profissional tecnico embrionariamente interesse comunidade interesse sobrepoem individualismo projetando atividade profissional par valorizar profissional integre tema execucao atendam progresso crescimento cidadania confea prestacao absoluta prioridade estabelecimento parcerias evento cunho tecnico estudo traduzam beneficios direto campo habitacional carente criacao infraestrutura atender necessidade dificuldade locomocao campo economia escopo referenciada acao atitude confeacrea levada efeito recentemente estatuto creas passaram gratuitamente orientar construir reformar pagar profissional confea pronto participar transgenico uso racional hidrico reformulacao codigo florestal entidade reune engenheiro ambiental florestal geologo geografo contribuicao enorme relevancia reunimo prestar merecida confeacrea mutua existencia saudar diretor regional centena milhar associado formam extensa profissional confeacrea permaneca fiel atender participando intensamente etica eficiencia compromisso longa confeacrea frente liberal desejamo"",1,0"
"2003,""leonel pavan honra instado citar engenheiro florestal chico mende engenheiro pesca convido uso palacios imperal torr exploracao petroleo agua profunda petrobra falara"",1,0"
"2003,""inacio arruda pessoa saudo companheira engenheiro arquiteto construcao espaco humaniza humano levou passar som gutural comunicante comunicante escrita longo caminhar humanidade longa elaboracao delicada arquitetura comunicacao engenharia amorosa exatamente funcao destacar oficio alguem perspectiva mistica fala arquiteto universo modesto professor fico enciumado profissao arquiteto alguem reengenharia continue excludente elitista perverso maiorias modesto professor fico ciume engenheiro engenheiro arquiteto cocriador enorme beleza fundamentabilidade pretensao volta meia nublada representar principal oficio criador cooperativo vir saudar operaria oficio exige apertar parafuso plataforma maritima assentamento tijolo construcao pensar velho marx consideram superado deveriam lelo fundamentar critica dizia diferenca humano abelha construissem projeta planeja antecedencia pensar celebrando homenagear confeacrea vejo amigo bonito descobriu ultima decada irrenunciavel dimensao percepcao grandeza oficio existiria seculo xx revelarse desenvolveram vista urbano industrial engenharia arquitetura universalmente reconhecida ideia chinfrim afogado conviccao ninguem autoestima precisa acabar vanguarda valorizacao le corbusier engenharia maravilhosa engenharia quase canto reconhecida valorizada socialmente util reconhecida capacidade creas ateve defesa categoria alias fundamental pensou pensou agua floresta capacidade organizativa exemplar perspectiva construir arquitetar justo fraterno soberano continuemo luta haverao reconhecer construcao celso furtado superar abismo planejarao futuro justica paz"",1,0"
"2003,""wilson lang diretorpresidente confea paula alonso crea integrante diretorias confea creas estimado amigo engenheiro arquiteto engenheiro agronomo guerra comecaram estudo economico feita comparacao nacao questionouse nacao caracteristica haviam desenvolvido conseguiam desenvolver anali identificar capital natural nacao natural terra minerio agua implantar agricultura industria analise incompleta japao terra acabaram tendo dispunham natural agregaram analise financeiro capital investir obtinham vantagem anali correlacao suficiente explicar diferente nacao incorporado investiram capital humano educacao saude desenvolveramse notadamente investimento educacao analise batia classico italia italia norte desenvolviase extraordinariamente italia permanecia estagnada comecaram estudo polan dentre cientista popularizado indiano amartya sen ganhou premio nobel economia exatamente estudo economia pobreza nacao caracteristica fator critico sucesso analise chave cresce capital capital conjunto instituicao corpo intermediarios democracia amorfa massa manobra duto canal expor deseja apresentar legitima reivindicacao instituicao corpo intermediarios democracia destacase alegria satisfacao confeacrea instituicao exerce defesa classe zela exercicio profissional induzir engenheiro comportamento profissional absolutamente escorreito defesa estarmo comemorar decada existencia proficua instituicao confea constitui privilegio compartilhamo acenam olho voltado futuro pe assentado realidade ajudou construir engenharia invejavel exportada capaz resolver estrutural acima antever contribuicao haveremo transformar imenso rico estatistica privilegio nascer limite esforco faremo futuramente corresponda anseios esperanca imaginamo filho"",1,0"
"2003,""inacio arruda iniciativa ato engenheiro wilson lang diretorpresidente confea engenheiro arquiteto crea rondonia geraldo sena neto criacao engenharia arquitetura agronomia acontecimento campo regulamentacao profissional tecnica dado passo decisivo consolidacao profissao plano comprovado recente impulso desenvolvimentista economia cresce investimento ativam forca produtiva engenheiro arquiteto agronomo imediatamente requisitado intensificar atividade profissional imprescindivel entidade confea atuem fiscalizacao prestado profissional garantir seguranca resultado conseq terrivel advir construida engenharia realizado devido estudo impacto ambiental confeacrea possui cerca profissional cadastrado dimensao economia fiscalizar diretamente executado orgao recebem reclamacao funcionam intermediarios capaz prevenir solucionar conflito importantissimo diario civilidade deveria modalidade prestacao profissional fortalece civil confere legitimidade procedimento tecnico afetam organizacao aperfeicoamento entidade profissional contribui significativamente avanco democracia direta consumidor prestador comprova assessoria confea realizado excelente acompanhamento tramitacao divulgacao sistematica interessado vale lembrar entidade representa geologo geografo meteorologista tecnico industrial agricola relativa especializacao participacao confea intensificado intervencao entidade julga capaz contribuir razao conhecimento tecnico membro ocasiao toma iniciativa contribuicao entidade destaco convenio realizado transporte capacitacao pessoal destinado fiscalizar infraestrutura esforco trazer enorme beneficios melhoria seguranca estrada digna nota parceria justica planejamento penitenciarias orientacao gratuita construir reformar sugestao ambiente uso racional hidrico codigo florestal utilizacao produto transgenico mes passado lancado insercao comunidade tecnologica combate fome pobreza confea pretende contribuir melhoria iniciativa esforco ajudar resolver urgente prioritaria equilibrio aleluia concede aparte miguel souza aleluia aleluia expressar alegria engenheiro exconselheiro crea bahia participar solenidade representado machado prestar depoimento alguem tornou exercendo engenharia percebeu comprometimento engenheiro comecei escola engenharia continuei fazela clube engenharia bahia amadureci participando regional engenharia bahia torneime partidario disputei eleicao pude participar comunidade rural eletrificacao luta preservar direito reassentado atingido barragem desejo ressaltar evento traz engenheiro moderno engenheiro seculo xxi desbravador empreendedor homem comprometido civilizacao internacional refirome ambiental miguel souza miguel souza aleluia enobrece representa engenheiro continuando esforco realizado aprimoramento profissao representa engenharia arquitetura agronomia conquistou merecido satisfacao participamo justica registra confea aprimoramento profissao fundamental fortalecimento democracia"",1,0"
"2003,""desculpa atraso acompanhamme engenheiro orcamento jorge bittar jamil murad pimentel tentase resolver resolvido orcamento tramitacao trancam tentava resolver poderia evidentemente deixar comparecer instituicao completa oferecido publicoalvo fundamental valioso engenharia arquitetura agronomia completar chega milenio milenio passado fechada carregamo demanda debito deixado particularmente efetivamente reconhecer desafios futuro engenharia arquitetura agronomia unido regional projetam futuro amarrado naquilo contemporaneo devemo pensar exatamente nisso aniversario devemo amarrado pensando futuro exatamente futuro devemo celebrar zezeu ribeiro inacio arruda iniciativa sugerir realizacao vitoria marcada engenheiro engenheira arquiteto arquiteta tecnico areas efetivamente construiram constroem construirao saudacao voces bomdia"",1,0"
"2004,""colaborar obviamente dispositivo previdencia chamou atencao devo otimo confundindo quase saida sairam confraternizacao colocando receber preferencia depende conjunto aparentemente repito previdencia queiram assumir razao confundam paralela representa vontade"",1,0"
"2004,""desejo trazer esclarecimento evidentemente conhecem regra jogo acontecendo prefeita ansiosamente assistindo expectativa legitima levantada representante votassemo aumento destinado fpm socorro combalida financa municipai especialmente pequeno negociacao ocorrida ultima colocou retirar junto prona reforma tributaria integra votariamo aumento verba fpm realizado confirmado marcarem hmin especificamente aumento fpm permitiu consensual falencias aspiracao executivo entendermo interesse rompido inopinadamente aviso previo repito rompeu compromisso realizado conosco acontecendo disso mero jogo cena cair programado decurso horario prona aumento destinado fpm compactuamo jogo cena cair voltou prefeita cidadao pequeno preciso saibamo prometeu aumentar destinado fpm voltou haver qul haver reforma tributaria qul deixa claro estaremo pronto aumento fpm"",1,0"
"2004,""aproveitando custodio manifesto obsessao encontrar sabido impressao concorda exclusivamente interesse categoria acordado assembleia categorias retroatividade paridade permanente extensao pensionista exame vira seguida sincero retirem dvs amplo dai iremo monte dvs dizendo pareceme incompativel cumprindo compromisso colocar paralela mim surpreendente entrasse negar encontram vir ficar retirar deixar acordado havera discutirem"",1,0"
"2004,""termino vimo conseguir introduzir alteracao desejada precisaria minimo reforma paralela divergencia vimo orientacao diferente ninguem conseguir sugestao encerre hmin convoque imediatamente tratar aumento fpm aprovaremo exclusiva"",1,0"
"2004,""vendo chamava atencao punido facil inconseq irresponsavel logico escrito acontecendo escrito conhecem sabiam ia terminar jeito terminar jeito terminando razao pedem suspensao facil inconseq irresponsavel passaram progressista paralela provado progressista pronto obvio adianta adianta torcida assistindo responsavel funciona buscado concessao envolvida absolutamente responsavel jogo leviano tirando proveito tira proveito acabamo exposto jogo serve adotarmo postura diferente responsavel responsavel buscando independentemente interromper procurar bastidor retomar definitivamente numerosa paralela"",1,0"
"2004,""reafirmar pronto desejoso expos encaminhamento anterior mende ribeiro filho entanto nitido prosseguir acompanha encerrada"",1,0"
"2005,""proreabertura estrada colono formada morador entorno parque iguacu promove serranopoli iguacu ato buscando reabertura estrada interditada ato pacifico finalidade demonstrar desejo necessidade reabertura estrada resgate historico cultural oeste sudoeste parana repetira capanema sudoeste estrada colono aberto parana decada intencao favorecer colonizacao oeste tendo existencia admitida consolidada fechada pressao ambientalista provocando ruptura elo indignacao habitante resultou discordias parana defensor fechamento afirmaram estrada colono tornouse desnecessaria porem fizeram avaliacao distante realidade morador familias chegaram oeste parana colono devido reabertura estrada comunidade lindeira judicial determinando fechamento definitivo conflito forca seguranca morador repetir repetira movimento consciente papel representam retomada negociacao autoridade ambientalista estrada inegavel fechamento questionado quase provoca indignacao transtorno comunidade interrompido insistencia reabertura ressalto fechamento estrada protege floresta disso empobrece resgate historico cultural une parque iguacu reconhecido unesco patrimonio natural humanidade suposta perda titulo ameaca manutencao fechamento estrada reabertura estrada colono representa credito defendem fator integracao entendem respeitam riqueza ambiental parque iguacu representa reabertura estrada colono comunico membro participarei manifesto consciencia homem natureza conviver harmoniosamente integrado"",1,0"
"2005,""venho aplaudir operacao terra limpa deflagrada rondonia resultou prisao incra responsavel esquema esquentou milhar hectar terra rondonia organizacao criminosa atuava incra acusada policia facilitar construcao irregular condominios luxo construido construcao porto velho nota divulgada policia manha informa expedido justica mandado prisao mandado busca apreensao nota informa preso incra exsuperintendente regional renato rodrigue exchefe divisao fundiarios eustaquio chave godinho milhar hectar terra grilada esquentada utilizando prestado organizacao criminosa expedida declaracao posse falsa ideologicamente titulo dominio expedido incra fraudulento irregularidade amplamente conhecida rondonia movimento lutam partilha justa terra vinham denunciando esquema anterior operacao resultado gestao moralizadora resgatar incra mao fraudador grileiro terra recuperando instituicao papel cumprir rondonia policia atuacao longo investigou acao quadrilha alarde pirotecnia culminando operacao coroada exito pora transferencia patrimonio particular corrupcao praticada funcionarios exaltar atuacao atual superintendente regional incra sociologo olavo nienow vinha ameacado quadrilha objetivo impedir avanco investigacao vale ressaltar funcionarios respondiam sindicancia interna superintendente assumiu cargo espero acao policia continuem coibir atuacao agindo patrimonio"",1,0"
"2005,""conhecimento elemento essencial formacao canadeacucar transformouse integrante imaginario docura produto cozinha industria alimenticia geracao combustivel energia producao papel plastico quimico afora recebemo noticia ajudar adocar economia alimentar energia noroeste fluminense falo anuncio construcao usina alcool acucar acaba viabilizada parceria envolvendo prefeitura cooperativa produtor cana copercan empresariado representante abisa agroindustria jesus itabapoana sa observa meado noticia ecoou quatro canto clima euforia chegada cobicado empreendimento havera ciclo jesus itabapoana vizinho jesus itabapoana borge garcia industria comercio turismo cultura querido amigo claudio junger entusiasmado chegada usina alcool acucar investimento aproximadamente edificado consolidado metro quadrado gerar posto polo industrial lavoura producao canadeacucar produto milenar remonta milhar cristo chegou trazida portugue extraordinario lideramo lista produtor plantando hectar canadeacucar respondemo falha memoria producao mundial geracao dolar renda obtido venda exterior carona disso agroindustria canavieira emprega jesus itabapoana ostenta lamentavelmente vizinho idh humano similar pobr norte nordeste centrooeste crescer expandirse desenvolverse plantio cana jesus itabapoana produzir acucar alcool fabricar bebida cachaca vodka rum gerar eletricidade visto cana aproveitar bagaco mel torta residuos colheita sabese quilo acucar quilo bagaco resultam quilo plastico biodegradavel derivado exatamente cana usandose solvente subproduto usina infinidade produto industrializado olho leque atividade copercan produtor luciano souza nune aposta esforco preparando hectar sementeira fornecendo muda inumero polo comecam criado luciano explica macro usina santa isabel observar existe engajamento envolvendo produtor rural empresarios noroeste fluminense torno usina alcool acucar jesus itabapoana frisou borge garcia usina construida abisa jesus itabapoana levara noroeste fluminense sudeste mina borge cultivo canadeacucar acabara agrura transformara salvacao perspectiva socioeconomico sustentavel manifesto torcida pleno sucesso empreendimento surgindo jesus itabapoana terra ordeiro hospitaleiro almeja prosperidade dignidade filho"",1,0"
"2005,""louvo iniciativa ministra matilde ribeiro secretaria promocao igualdade racial lancou quilombola diretriz central racionalizar uso natural enfatizando metodo producao agroecologica subsistencia geracao renda incorporar dimensao genero iniciativa voltada sustentavel promovendo concreta efetivem igualdade ambito incentivar estadual municipai promover acesso quilombola prometem implementacao acao governamental junto comunidade remanescente quilombo encontro pilar democratico direito garantia participacao popular mecanismo possibilitar participacao cidadao advento carta magna mecanismo inedito disponibilizado vista possibilitar participacao individuo direito liberdade expressao iniciativa popular meios participacao popular estabelecido constituicao federativa desafio posto consolidar participacao popular formalizar direito garantido acredito intervencao fazse necessaria estabilizacao expectativa gerada torno democratico intervencao benefica fomentar acessibilidade direito garantias educacao saude moradia lazer seguranca relevancia bemestar atual adveio paradigma passagem carater paternalista democratico lanca dispositivo fomenta garantem participacao reafirmo desafio ora assola estabilizar tamanha expectativa integracao participativa resposta inumera surgirao saliento iniciativa dever referida pasta objetivo central reducao desigualdade racial enfase negra buscando garantir transversalidade ampliacao papel idealizado fomentado realizado prol comum consideracao"",1,0"
"2005,""cumprimento mtv iniciativa realizada pacto mtv desenvolvida ocasiao mundial luta aids ocorrido peca publicitarias filme transit produzido mtv norteamericana abordou maneira direta preconceito disseminacao doenca coordenadora frente hivaids mim tremendamente gratificante constatar iniciativa destinam jovem especialista imensa dificuldade comunicar insistido informacao principai arma enfrentamento aids venho reiterando informacao disseminada maneira transparente honesta enfrentamo preconceito distorcao chegam criminosa abordagem molestia vitima planeta animador constatar meios comunicacao engajado luta avanco hiv contexto mtv continua modo elogiavel fornecer informacao precisa prevencao contribui decisivamente neutralizar preconceito agrava saude serios atualidade aproveitar solidarizar cantora daniela mercury vitima exatamente preconceito dano causa luta aids simbolo campanha saude uso preservativo unica maneira eficaz prevencao contaminacao hiv daniela alijada participar concerto natal promovido vaticano professo fe catolica entendo defesa preservacao personificada incentivo uso preservativo acima ideologias crenca individual aproveito tratar desejo saudar retorno companheira mariangela duarte seio certa enriquece particularmente sinto especialmente feliz mariangela pertencer santo baixada santista defesa prioridade regional passa contar novamente ressaltar afastada funcao momentanea suplente mariangela duarte continuou lutando interesse baixada santista cumprindo compromisso anteriormente assumido junto segmento confiaram defesa solicitacao bemvinda companheira mariangela junta continuar retribuindo confianca dispensam comunicacao"",1,0"
"2005,""realizouse brasilia encontro entidade atuam decada construcao violenta pacifica ideia representatividade encontro entidade amigo paz associacao vitima vigario justica pazcnbb defesa direito humano serra convive viva paz dentre entidade realizaram avaliacao resultado referendo popular buscaram elaborar plataforma unitaria enfrentar escalada violencia lutar criar cultura paz encontro defesa clara estatuto desarmamento defesa consolidacao estatuto tramitacao visam desfiguralo retirando espirito normativo buscam retirar competencia exclusiva policia porte arma estendendoos policias civi dificultando controle sinarm desejam ampliar leque categorias autorizada portar arma estatuto visa restringir porte arma ampliar controle arma circulacao consolidar norma maturacao consolidar mudanca permanente enfraquecem solidificar norma alteracao formarmo conviccao resultado aplicacao norma positiva demonstram estatistica reducao morte arma circulacao paciencia categorias reivindicam porte inovacao tema dira modificado desejo par transcricao integra anal dignissima manifesto elaborado encontro entidade defesa cultura paz entregue ilustre justica marcio basto exmo marcio basto justica prezado ciente estatuto desarmamento conquista fruto intensa pressao acao inumera organizacao executivo ciente estatuto moderno eficiente mecanismo controle arma fogo municao ciente funcionamento estatuto contribuiu decisivamente salvar milhar causando queda homicidios ciente referendo previsto diploma legal manifestou inequivocamente controle arma vir associado eficaz seguranca prioridade entidade abaixo assinada atuam decada construir violenta pacifica mobilizando elaboraram conjunto elencada documento pedem dedique consideracao manutencao implementacao estatuto desarmamento comemoracao vigencia estatuto desarmamento valorizando conquista obtida apresentando balanco execucao organizacao campanha regularizacao arma irregular modo meios conhecer controlar atual estoque arma campanha incluir reabertura anistia arma taxa estabelecimento periodo entrega arma desejarem puderem adequar requisito ampliar estruturar sinarm maneira possa enorme demanda designada estatuto desarmamento promover rastreamento arma apreendida cadastrada sinarm dado poderoso instrumento identificar rota desvio arma permitira identificacao criminoso empenharse evitar estatuto desarmamento enfraquecido evitando coloquem risco eficiencia protecao combate comercio ilegal arma criacao ambito controlar informacao arma tendo analisar dado existente monitorar implementacao estatuto desarmamento regulam busca bilateral vizinho estabelecer faixa comercializacao arma fronteirica dificultando acao contrabandista retomada moratoria existiu relativa comercio arma paraguai estabelecimento criterios rigido concessao licenca exportacao arma modo evitar arma saiam legalmente voltem ilegalmente abastecendo crime organizado seguranca criacao seguranca orgao capaz centralizar planejar induzir acao seguranca prevencao violencia existencia especifico tematica dara dimensao necessaria permitira possa lidado complexidade forca necessaria estabelecimento mecanismo financiamento seguranca permita ampliar significativamente investimento vinculacao estabelecimento criterios objetivo eficiente alocacao introducao amplo envolvendo civil enfase entidade policial visando construcao agenda concreta acao sabedor disposicao atuar determinacao reducao violencia colocamo inteira disposicao apoiar maneira execucao acima possam vir complementala atenciosamente amigo paz associacao vitima vigario justica pazcnbb defesa direito humano serraes igreja cristas convive rj educador paz rs forum reage"",1,0"
"2006,""interno formulo reclamacao deliberado sancao pratica discriminatorias razao orientacao sexual clara violacao disposto interno promovendo esvaziamento principio legalidade insculpido inciso xxxix constituicao regime autoria simbolica conforme determina caput deveria sido absoluta corresponde qualificado necessitando nominal deliberacao urgentissima simbolica viola espirito disso diploma legal determina independentemente regime dispensa publicacao distribuicao avulso copia proposicao principal acessorias lamentavelmente sido publicado previamente sequer haver avulso promoveu relampago pl desrespeitando tradicao regime urgentissima conforme resta claro formulada cabo julio respondida ademal tratar polemica cinde civil representante minimo poderia esperar constitucional publicacao distribuicao avulso pudessem inteirar conteudo proposicao viu deliberacao cria penal sancao reclusao grave penalidade alteracao dispositivo legal quebra confianca atentarse anterior comprometido pleno ordinarias ocorrem quintafeira caracterizam infelizmente reduzida promovendose simbolico infelizmente previa publicacao prevalecendo arbitrio deslealdade conducao adianta principio legalidade inciso xxxix constituicao determinar crime anterior defina pena previa cominacao legal direito fundamental individuos conducao ocorre revelia pratica esvaziase garantia constitucional submetese cidadao arbitrio infelizmente relampago avulso previa publicacao ocorrem omissao supremo tribunal recusa examinar mandado seguranca impetrado afronta violacao norma alta corte consegue dominado arbitrio macula legitimidade norma produzida violando direito fundamental legislador imaginar grave resolvem criando penal aumentando pena reclusao conforme substitutivo cidadania conflito proliferarao havera orcamento baste construcao penitenciarias espero sinceramente respeite confianca discuta previamente polemica incluila sobretudo dispense jamal distribuicao avulso possam exercer plenamente cidadao prejudicado direito fundamental protesto atitude altera codigo penal clt maneira arbitraria orquestrada poderia sido realizacao"",1,0"
"2006,""totalmente capacitado simple apreciacao vejo necessidade aguardarmo chegada couto encontramse aguardar chegada"",1,0"
"2006,""informa orientacao organizamo estabelecido quisesse retirar fariamo pronto comum questionado iriamo estatuto garimpeiro exigencia mandar retirar pronto"",1,0"
"2006,""seq repetisse pronto retiro resto ronaldo dima confirmando relativo paraguai resolucao eletronico referente reforma judiciario idoso ronaldo dima idoso"",1,0"
"2006,""informar feu rosa fechado resolucao informatiza realizada chega deprimente enfrentar fila enorme cassacao estranhamente contar compreensao"",1,0"
